Code,richness,MAT,MDR,ISO,TS,MTWM,MTCM,TAR,MTWetQ,MTDQ,MTCQ,MTWarmQ,WD,PET,MAP,PWM,PDM,PS,PWetQ,PDQ,PWarmQ,PCQ,MI,AET,ER,NVF,RMAT,RMAP,population,AOC,GDP
ZY32,55,15.8125,7.254629619,29.31824773,628.415477,27.34444449,2.599999984,24.7444445,22.98148148,7.455555514,22.98148148,7.455555514,-115.2222222,1122.777778,1238,239.1111111,18,75.78351883,623.7777778,63.55555556,623.7777778,63.55555556,10.26224641,1001.444444,248,2,0.324999819,6,5007.691376,643423.3082,385
ZN33,22,17.73541667,8.133333307,32.19946967,619.1672431,29.7750001,4.516666671,25.25833342,24.77777775,9.466666642,24.77777775,9.466666642,-56.41666667,1171,1227.416667,241.75,16.91666667,77.3574406,629.6666667,62.08333333,629.6666667,62.08333333,4.817819528,1020,730,1,1.670833379,23,1080.062248,731408.5362,422.2222222
PZ34,32,13.20527777,7.907222246,36.25020471,502.0209178,23.69999975,1.886666671,21.81333307,18.92222214,6.464444465,18.92222214,6.464444465,-4.33333333,1133.8,1138.133333,230.4666667,14.8,83.91859129,616.6666667,48.93333333,616.6666667,48.93333333,0.382195566,868.0666667,511,2,2.158333351,36,1449.58374,3931288.162,1210.777778
SC35,29,12.87870367,7.694444408,31.73741018,591.5965947,24.17777782,-0.066666667,24.24444449,19.71666668,4.972222233,19.71666668,4.972222233,-7.55555556,1067.333333,1074.888889,211.2222222,15.66666667,79.57192047,555.4444444,48,555.4444444,48,0.707890902,866.4444444,594,1,1.829166645,12,1839.223465,1000000,534.6666667
ZY36,61,17.29814812,7.588888912,29.90031941,638.9871785,29.26666684,3.888888862,25.37777797,24.59814799,8.798148133,24.59814799,8.798148133,-76.22222222,1150.888889,1227.111111,236.5555556,17.11111111,76.11877606,620.7777778,62.33333333,620.7777778,62.33333333,6.622900174,1021.555556,571,3,1.183333248,10,1060.422478,3877764.013,224.7777778
CH37,34,18.51805556,7.718055622,32.62187592,581.8083737,29.43333356,5.775000016,23.65833354,24.94583334,10.64583333,24.94583334,10.64583333,-52.33333333,1218.75,1271.083333,247.1666667,13,82.12366445,691.5,58.16666667,691.5,58.16666667,4.294017094,1009.75,614,3,1.34583348,18,890.9171867,4006909.284,343.6666667
SC38,29,11.5447917,7.665972281,32.65650965,564.0864256,22.61666663,-0.858333324,23.47499996,17.97361109,3.986111082,17.97361109,3.986111082,-83.75,1013.75,1097.5,216.3333333,16,80.61061217,573.5,49.58333333,573.5,49.58333333,8.261405672,847,531,2,1.558333419,5,1938.911375,1000000,555.6666667
PA39,31,15.63598481,7.499242385,31.87532856,578.6520102,26.42727262,2.899999987,23.52727264,22.05757572,7.812121203,22.05757572,7.812121203,-87.36363637,1161.272727,1248.636364,250.7272727,19.45454545,79.76371943,657.6363636,62.72727273,657.6363636,62.72727273,7.523093785,963.1818182,665,2,1.741667032,13,1591.945709,3704143.853,432.2222222
ZY40,44,16.69749991,7.551666619,29.69583368,645.5170536,28.67000008,3.239999986,25.43000009,22.92833328,8.151666637,24.0983333,8.151666637,-84.4,1136.8,1221.2,231.7,18,74.47083849,611.3,64.6,603.8,64.6,7.42434905,1014.4,408,1,0.450000068,9,725.5476112,1000000,228.4444444
PZ41,27,14.13645829,7.854861062,34.962519,537.3431783,24.53333314,2.066666643,22.4666665,20.01666654,6.840277801,20.01666654,6.840277801,-73.58333333,1159,1232.583333,246,18.66666667,81.61125248,661.4166667,60,661.4166667,60,6.348863963,899.75,417,1,0.491666699,12,4674.030975,1821580.004,1160.777778
ZY42,55,16.3444444,7.415277701,29.34811015,642.1260119,28.28333314,3.016666671,25.26666647,23.23611085,7.847222166,23.70416633,7.847222166,-99.16666667,1132.333333,1231.5,233.5833333,17,75.20210714,615.9166667,63,615.8333333,63,8.757727407,1007.666667,375,1,0.412499855,4,1068.844635,1646811.426,237.2222222
PA43,4,16.62083333,8.233974309,35.21089726,554.5144088,27.36153837,3.976923081,23.38461529,22.65384615,9.057692335,22.65384615,9.057692335,-47.84615384,1211.076923,1258.923077,249.4615385,19.38461538,80.49057584,673.4615385,65.38461538,673.4615385,65.38461538,3.950711382,979.8461538,403,3,1.224999825,14,5962.083145,2786335.677,627.6666667
ZY44,59,15.22222221,6.999999936,28.79327566,620.977505,26.65555551,2.34444446,24.31111105,22.31666664,6.974074059,22.31666664,6.974074059,-125.5555556,1114.444444,1240,239.4444444,18.33333333,75.62446563,625.5555556,63.66666667,625.5555556,63.66666667,11.2662014,987.8888889,435,3,0.437499891,4,654.8244362,280.0854692,217.4444444
XR45,25,15.92256947,7.739583322,32.7841858,574.6836344,26.70000013,3.091666679,23.60833345,22.26527781,8.11944446,22.26527781,8.11944446,-110.8333333,1172,1282.833333,257,19.33333333,80.14805169,678.9166667,62.75,678.9166667,62.75,9.456769055,973.75,657,2,1.449999849,11,1521.660675,4962192.65,600
PA46,28,15.07467947,7.769871877,33.41154847,561.3074215,25.82307684,2.569230795,23.25384604,21.28846147,7.471794868,21.28846147,7.471794868,-97.30769231,1165.461538,1262.769231,254.2307692,19.23076923,80.59747429,670.7692308,61.76923077,670.7692308,61.76923077,8.349283876,942.5384615,435,2,1.100000004,17,1534.275925,2129810.518,398.5555556
ZY47,60,15.84212966,7.137962931,28.71792964,634.8756843,27.45555539,2.599999984,24.8555554,22.05000008,7.41851853,23.10370378,7.41851853,-93.11111112,1118.444444,1211.555556,231,18,74.48500712,602.7777778,62.88888889,599.7777778,62.88888889,8.32505464,1002.666667,332,3,0.295833379,7,1373.888733,866781.7017,230.3333333
SC48,36,13.05416667,7.595833396,31.83890143,573.373498,24.20000029,0.341666669,23.85833362,19.59861118,5.347222219,19.59861118,5.347222219,-64.83333334,1055.083333,1119.916667,223.8333333,17.33333333,80.03490132,584.25,53.58333333,584.25,53.58333333,6.144854278,885.3333333,913,3,2.504166561,9,339.4034176,2437148.955,560.3333333
AL49,41,16.25648149,7.681481483,32.05069931,588.3690802,27.42222214,3.455555571,23.96666657,22.79259265,8.30555556,22.79259265,8.30555556,-141.3333333,1172.888889,1314.222222,253.1111111,16.55555556,80.70836785,705.2222222,63.55555556,705.2222222,63.55555556,12.05001895,990.6666667,252,2,0.395833304,7,667.3297729,0,390.1111111
XR50,23,15.05416673,7.375000005,31.21728508,587.4506886,25.87500016,2.24999998,23.62500018,21.6111113,7.158333318,21.6111113,7.158333318,-164.5833333,1129.75,1294.333333,253.5,18.83333333,78.7569504,677.1666667,63.83333333,677.1666667,63.83333333,14.56811979,963,293,2,0.516666502,8,2402.073807,2529952.562,651.3333333
CH51,17,18.50972222,7.973611083,33.0395093,585.9324573,30.05833324,5.924999992,24.13333325,25.17361108,10.71666669,25.17361108,10.71666669,-27.33333333,1215,1242.333333,239.25,10,84.33047875,691,51,691,51,2.249657064,982,401,3,0.98750033,8,523.0468636,0,146
AL52,54,15.48720235,7.489880918,32.41375812,568.2219422,26.05000005,2.942857146,23.10714291,21.72857141,7.774999956,21.72857141,7.774999956,-163.5,1154.857143,1318.357143,254.1428571,20,79.58147605,701.8571429,68.78571429,701.8571429,68.78571429,14.15759525,964.8571429,334,2,0.76666672,22,1427.228119,0,381
AL53,55,15.97041669,7.584166694,32.08167621,583.1916834,27.00999985,3.369999981,23.63999987,22.43999999,8.090000041,22.43999999,8.090000041,-156.3,1157.9,1314.2,250.4,15.1,81.87615666,713.6,61.1,713.6,61.1,13.49857501,981.1,317,1,0.416666696,5,998.6362915,4513115.631,442.3333333
PA54,13,15.05541667,8.719166617,36.01333208,564.8232961,26.37999954,2.169999981,24.20999956,21.24333321,7.389999954,21.24333321,7.389999954,-95.2,1179,1274.2,255,19,80.85278378,679.7,62,679.7,62,8.074639525,940.7,90,2,0.174999923,6,7433.717087,3941910.089,409.7777778
PZ55,25,14.17361111,7.940277769,34.94077902,541.9583538,24.6833334,1.958333323,22.72500007,20.10972214,6.844444445,20.10972214,6.844444445,-19.83333333,1180.25,1200.083333,242.3333333,15.58333333,83.41887369,649.9166667,52.25,649.9166667,52.25,1.680434936,898.5,310,2,0.633333286,24,2645.320419,397596.9118,1183.222222
QL56,20,18.43263888,8.70416672,34.83865201,595.0388743,29.94999997,4.966666698,24.98333327,24.87500003,10.30694448,24.87500003,10.30694448,21.16666666,1233.833333,1212.666667,240.9166667,17.58333333,78.8784148,633.4166667,60.83333333,633.4166667,60.83333333,-1.715520734,1001.916667,554,1,1.554166694,25,2486.074196,1178986.01,409.6666667
SC57,19,16.9774306,8.436805495,35.28589947,560.6055864,27.91666683,4.008333306,23.90833352,23.01666684,9.276388834,23.01666684,9.276388834,134.25,1240.666667,1106.416667,227.5833333,15.41666667,81.9444779,588.5,49.08333333,588.5,49.08333333,-10.82079527,923,841,2,2.679166774,17,2721.022583,3208577.65,551.6666667
AL58,57,15.9037037,7.457407463,32.2676514,571.0420555,26.72222222,3.611111085,23.11111114,22.21851847,8.177777789,22.21851847,8.177777789,-121.4444444,1178.555556,1300,245,16.55555556,81.28344577,703.2222222,63.22222222,703.2222222,63.22222222,10.30451589,972.6666667,380,1,0.65833357,16,412.4543266,360755.7486,380.2222222
GL59,26,16.97888887,7.383333288,30.6539185,607.1284964,28.15999997,4.073333327,24.08666665,23.83000007,8.858888865,23.83000007,8.858888865,-86.6,1167.133333,1253.733333,244.8666667,17.53333333,77.72357893,648.6666667,63.86666667,648.6666667,63.86666667,7.419889187,1010.466667,710,2,2.004166673,24,1204.619942,1796757.672,488.2222222
WM60,58,17.37656248,7.897916667,31.03257746,633.2924166,29.5562501,4.106249988,25.45000011,24.61979155,8.969791676,24.61979155,8.969791676,-95.9375,1158.625,1254.5625,238.9375,14.9375,78.3250142,654.375,60.1875,654.375,60.1875,8.280289136,1005.9375,517,2,1.208333194,16,1047.080765,444479.8655,163.4444444
WM61,59,17.72638887,8.156481504,32.26714568,617.0349909,29.91111077,4.633333365,25.27777741,24.77962957,9.557407397,24.77962957,9.557407397,-65,1176.333333,1241.333333,236.8888889,14,78.83712476,649.7777778,58.11111111,649.7777778,58.11111111,5.525644659,1005,548,3,0.533333401,7,310.893177,0,159.2222222
AL62,59,14.97152781,7.293055468,31.23371426,581.0762609,25.83333349,2.483333329,23.35000016,21.45138894,7.141666697,21.45138894,7.141666697,-187.6666667,1129.583333,1317.25,254.8333333,18.83333333,79.31259387,696.9166667,66.16666667,696.9166667,66.16666667,16.61379565,957.75,620,2,1.145833323,13,1124.900982,1000000,384.4444444
PZ63,15,14.67499997,7.948333432,34.76931387,544.4600572,25.13999996,2.280000019,22.85999994,20.62333323,7.278333358,20.62333323,7.278333358,-70.2,1173.4,1243.6,250.4,19,81.54465277,667.2,60.5,667.2,60.5,5.982614624,920.9,244,2,0.462500234,6,2048.544952,4878068.56,1248.111111
ZY64,37,17.04791668,8.040833394,31.46934813,629.9192658,29.32000008,3.770000029,25.55000005,24.28166672,8.705000019,24.28166672,8.705000019,-80.5,1151.8,1232.3,236.8,16.8,76.3448261,626,62.4,626,62.4,6.989060601,1017.2,393,2,0.816666722,12,688.4634972,926838.7329,235.6666667
QL65,38,16.46875001,7.955555482,32.44807907,593.5194902,27.88333337,3.366666675,24.51666669,23.11388895,8.456944406,23.11388895,8.456944406,-75.25,1179.416667,1254.666667,249,18.58333333,79.13155894,657.3333333,62.5,657.3333333,62.5,6.380272734,991.5,660,1,1.666666667,26,2623.641541,2328892.165,415.2222222
PZ66,29,13.08910255,7.539743587,33.35086457,538.9313254,23.69230769,1.084615386,22.60769231,19.24615383,5.842307668,19.24615383,5.842307668,-105.5384615,1097.153846,1202.692308,242.7692308,17.23076923,81.69141237,640,55.07692308,640,55.07692308,9.619294679,883.3076923,578,1,1.841666768,25,434.2418461,285859.1817,1145.666667
PD67,23,14.52592593,7.179629525,29.45152466,614.9626709,25.78888872,1.41111109,24.37777763,21.55925927,6.342592601,21.55925927,6.342592601,-104.2222222,1092.555556,1196.777778,235.5555556,18,76.49713455,605.4444444,60.55555556,605.4444444,60.55555556,9.539306417,959.8888889,254,1,0.329166561,2,2796.048218,2236421.685,740.4444444
XR68,18,15.55032052,7.5044874,31.34903846,594.152942,26.66923112,2.730769212,23.93846191,22.19615389,7.555128162,22.19615389,7.555128162,-127.4615385,1151.307692,1278.769231,252.8461538,18.92307692,78.69937658,666.5384615,63.84615385,666.5384615,63.84615385,11.07102292,974.2307692,189,2,0.283333272,5,1842.09346,4806337.969,663.4444444
SC69,13,13.05590278,7.429861145,30.57556436,601.8736099,24.39166657,0.091666669,24.2999999,20.02361112,5.051388893,20.02361112,5.051388893,-102.9166667,1060.083333,1163,229.5,18.16666667,77.95161716,596,57.58333333,596,57.58333333,9.708356262,900,308,1,0.537500039,3,1622.888252,809728.4917,712
PA70,35,14.09285716,7.575,33.08745149,556.5000224,24.74285712,1.849999998,22.89285712,20.27738092,6.57857146,20.27738092,6.57857146,-118.5714286,1138.642857,1257.214286,249.2857143,19.5,79.99385493,663.8571429,62.21428571,663.8571429,62.21428571,10.41339941,913.3571429,561,2,1.316666683,21,1208.084759,4461187.168,391.1111111
CH71,28,15.81620368,7.432407445,32.02050883,574.239963,26.62222226,3.41111109,23.21111117,22.17777778,8.044444455,22.17777778,8.044444455,-171.5555556,1144.666667,1316.222222,249.4444444,15.33333333,82.35038124,720.2222222,63.33333333,720.2222222,63.33333333,14.98738109,975,582,1,1.045833419,22,939.1184006,2947289.262,183.5555556
SC72,27,14.30448721,7.543589757,30.98533489,599.294119,25.55384621,1.207692305,24.34615391,21.16025651,6.267948707,21.16025651,6.267948707,-62,1093.153846,1155.153846,229,17.38461538,78.23562879,594,56.76923077,594,56.76923077,5.671662796,931.0769231,1003,3,3.333333286,11,3471.950531,87860.55956,571.8888889
ZN73,29,14.69125002,7.11583325,29.24715807,619.4412222,26.06000004,1.730000031,24.33000001,21.78833351,6.493333294,21.78833351,6.493333294,-134.1,1093.2,1227.3,238.7,18.2,75.57626026,616,62.4,616,62.4,12.26673985,978.5,443,1,0.629166757,8,1127.116585,2406058.035,434.3333333
WM74,68,16.74548627,7.347916856,30.24863007,613.0525634,28.22500022,3.933333258,24.29166696,23.68333364,8.554166618,23.68333364,8.554166618,-111.25,1157,1268.25,243.75,14.66666667,79.86513199,674.25,60,674.25,60,9.615384615,1001.916667,439,3,0.899999956,16,810.8268814,0,143.8888889
QL75,39,16.9666667,7.763888894,31.79606967,596.8759517,28.32500013,3.908333321,24.41666681,23.66388896,8.925000022,23.66388896,8.925000022,-15.58333333,1188.75,1204.333333,240.9166667,18.16666667,78.89387496,628.6666667,61.5,628.6666667,61.5,1.310900806,993.4166667,581,1,1.387499889,20,3017.545761,3204866.458,401.7777778
WM76,50,18.984375,7.913194474,33.19230909,576.5319599,30.20000013,6.358333309,23.84166682,25.50138887,11.28333331,25.50138887,11.28333331,-27,1220,1247,239.4166667,13,81.07544261,672,57,672,57,2.213114754,1000.916667,512,2,0.89166681,9,747.4424515,0,153.8888889
GL77,23,15.82194447,7.833888947,31.89172779,601.9029132,27.286667,2.726666665,24.56000033,22.61666671,7.753333355,22.61666671,7.753333355,-75,1160.133333,1235.133333,244.5333333,17.93333333,78.2343172,639.6666667,60.66666667,639.6666667,60.66666667,6.464774164,982.0666667,722,2,2.037500039,21,2765.064575,4453664.276,515.3333333
PZ78,25,14.525,7.505555517,33.74112336,539.6126824,24.72222222,2.477777772,22.24444445,20.4462963,7.18703704,20.4462963,7.18703704,-83.77777778,1161.444444,1245.222222,248.1111111,20,80.90474022,666,63.44444444,666,63.44444444,7.213240218,917.1111111,438,2,0.512500157,14,1916.535477,1433488.038,1141.555556
XX79,16,14.67500004,7.233333353,28.52459039,650.2702022,26.50833337,1.150000036,25.35833333,21.00972226,6.131944458,22.16250009,6.131944458,-97.25,1088.083333,1185.333333,228.6666667,18,74.17907974,586.5833333,61,582.25,61,8.937734549,980.6666667,198,1,0.187499886,3,2043.774261,3913681.916,1470.666667
ZY80,64,16.42083332,7.445000015,29.56591239,637.6532368,28.35000019,3.169999957,25.18000023,23.72666677,7.971666602,23.72666677,7.971666602,-117.1,1133.5,1250.6,237.4,17,75.99536268,634.1,64.2,634.1,64.2,10.3308337,1004.4,646,2,1.245833168,17,688.0627556,870654.8903,235.3333333
ZY81,59,15.89583333,7.100925956,28.77436136,631.399413,27.41111141,2.733333296,24.67777811,23.11481472,7.509259264,23.11481472,7.509259264,-102.2222222,1123.555556,1225.777778,233.6666667,17.55555556,75.18217415,614,62.66666667,614,62.66666667,9.098101266,1002,350,1,0.637499849,9,460.1340256,1319250.253,225.8888889
ZY82,62,16.25972219,7.321296272,29.16767278,639.0666416,28.10000017,3,25.10000017,23.20925921,7.787037028,23.57407407,7.787037028,-99.88888888,1129.555556,1229.444444,234.3333333,17,75.21105029,615.4444444,62.77777778,615.1111111,62.77777778,8.843202832,1007.555556,508,2,1.037500064,15,759.4671936,598846.6249,230.8888889
